"selection1_Bowler_name","selection1_Bowler_overs","selection1_Bowler_Runs","selection1_Bowler_wickets","selection1_Bowler_maidens","selection1_Bowler_Economy","selection1_Bowler_Dot_balls","selection1_Bowler_Fours","selection1_Bowler_Sixes","selection1_Bowler_wide_balls","selection1_Bowler_No_balls","selection1_Bowler_Match_no","selection1_Bowler_Team"
"Mohammed Siraj","3","31","0","0","10.33","10","2","3","1","0","54th Match (N), Wankhede, May 09, 2023,
Indian Premier League","Royal Challengers Bangalore"
"Josh Hazlewood","3","32","0","0","10.66","7","5","1","1","0","54th Match (N), Wankhede, May 09, 2023,
Indian Premier League","Royal Challengers Bangalore"
"Wanindu Hasaranga","4","53","2","0","13.25","5","2","5","1","0","54th Match (N), Wankhede, May 09, 2023,
Indian Premier League","Royal Challengers Bangalore"
"Vijaykumar Vyshak","3","37","2","0","12.33","7","2","3","1","1","54th Match (N), Wankhede, May 09, 2023,
Indian Premier League","Royal Challengers Bangalore"
"See all photos","","","","","","","","","","","",""
"Harshal Patel","3.3","41","0","0","11.71","3","5","1","1","1","54th Match (N), Wankhede, May 09, 2023,
Indian Premier League","Royal Challengers Bangalore"
"Khaleel Ahmed","4","32","1","0","8.00","9","1","2","2","0","55th Match (N), Chennai, May 10, 2023,
Indian Premier League","Delhi Capitals"
"See all photos","","","","","","","","","","","",""
"Ishant Sharma","2","23","0","0","11.50","4","4","0","2","0","55th Match (N), Chennai, May 10, 2023,
Indian Premier League","Delhi Capitals"
"Lalit Yadav","3","34","1","0","11.33","6","2","3","0","0","55th Match (N), Chennai, May 10, 2023,
Indian Premier League","Delhi Capitals"
"See all photos","","","","","","","","","","","",""
"Axar Patel","4","27","2","0","6.75","8","2","1","0","0","55th Match (N), Chennai, May 10, 2023,
Indian Premier League","Delhi Capitals"
"See all photos","","","","","","","","","","","",""
"Kuldeep Yadav","4","28","1","0","7.00","6","0","1","3","0","55th Match (N), Chennai, May 10, 2023,
Indian Premier League","Delhi Capitals"
"See all photos","","","","","","","","","","","",""
"Mitchell Marsh","3","18","3","0","6.00","7","1","0","3","0","55th Match (N), Chennai, May 10, 2023,
Indian Premier League","Delhi Capitals"
"See all photos","","","","","","","","","","","",""
"Deepak Chahar","3","28","2","0","9.33","10","3","2","1","0","55th Match (N), Chennai, May 10, 2023,
Indian Premier League","Chennai Super Kings"
"See all photos","","","","","","","","","","","",""
"Tushar Deshpande","3","18","0","0","6.00","9","1","1","0","0","55th Match (N), Chennai, May 10, 2023,
Indian Premier League","Chennai Super Kings"
"Maheesh Theekshana","2","16","0","0","8.00","2","0","1","0","0","55th Match (N), Chennai, May 10, 2023,
Indian Premier League","Chennai Super Kings"
"Ravindra Jadeja","4","19","1","0","4.75","10","1","0","0","0","55th Match (N), Chennai, May 10, 2023,
Indian Premier League","Chennai Super Kings"
"See all photos","","","","","","","","","","","",""
"Moeen Ali","4","16","0","0","4.00","13","0","1","0","0","55th Match (N), Chennai, May 10, 2023,
Indian Premier League","Chennai Super Kings"
"Matheesha Pathirana","4","37","3","0","9.25","11","5","1","4","0","55th Match (N), Chennai, May 10, 2023,
Indian Premier League","Chennai Super Kings"
"See all photos","","","","","","","","","","","",""
"Trent Boult","3","15","2","0","5.00","13","2","0","0","0","56th Match (N), Eden Gardens, May 11, 2023,
Indian Premier League","Rajasthan Royals"
"See all photos","","","","","","","","","","","",""
"Sandeep Sharma","4","34","1","0","8.50","12","2","3","0","0","56th Match (N), Eden Gardens, May 11, 2023,
Indian Premier League","Rajasthan Royals"
"Ravichandran Ashwin","4","32","0","0","8.00","6","1","2","0","0","56th Match (N), Eden Gardens, May 11, 2023,
Indian Premier League","Rajasthan Royals"
"Joe Root","2","14","0","0","7.00","2","1","0","0","0","56th Match (N), Eden Gardens, May 11, 2023,
Indian Premier League","Rajasthan Royals"
"Yuzvendra Chahal","4","25","4","0","6.25","11","2","1","0","0","56th Match (N), Eden Gardens, May 11, 2023,
Indian Premier League","Rajasthan Royals"
"See all photos","","","","","","","","","","","",""
"KM Asif","3","27","1","0","9.00","4","0","2","1","0","56th Match (N), Eden Gardens, May 11, 2023,
Indian Premier League","Rajasthan Royals"
"Nitish Rana","1","26","0","0","26.00","0","3","2","0","0","56th Match (N), Eden Gardens, May 11, 2023,
Indian Premier League","Kolkata Knight Riders"
"Harshit Rana","2","22","0","0","11.00","6","2","1","2","0","56th Match (N), Eden Gardens, May 11, 2023,
Indian Premier League","Kolkata Knight Riders"
"Shardul Thakur","1.1","18","0","0","15.42","1","4","0","0","0","56th Match (N), Eden Gardens, May 11, 2023,
Indian Premier League","Kolkata Knight Riders"
"Varun Chakravarthy","3","28","0","0","9.33","10","3","2","1","0","56th Match (N), Eden Gardens, May 11, 2023,
Indian Premier League","Kolkata Knight Riders"
"Sunil Narine","2","13","0","0","6.50","5","0","1","0","0","56th Match (N), Eden Gardens, May 11, 2023,
Indian Premier League","Kolkata Knight Riders"
"Suyash Sharma","3","22","0","0","7.33","7","2","1","0","0","56th Match (N), Eden Gardens, May 11, 2023,
Indian Premier League","Kolkata Knight Riders"
"Anukul Roy","1","20","0","0","20.00","1","0","3","0","0","56th Match (N), Eden Gardens, May 11, 2023,
Indian Premier League","Kolkata Knight Riders"
"Mohammed Shami","4","53","0","0","13.25","9","5","4","0","0","57th Match (N), Wankhede, May 12, 2023,
Indian Premier League","Gujarat Titans"
"Mohit Sharma","4","43","1","0","10.75","10","6","2","0","0","57th Match (N), Wankhede, May 12, 2023,
Indian Premier League","Gujarat Titans"
"See all photos","","","","","","","","","","","",""
"Rashid Khan","4","30","4","0","7.50","10","5","0","0","0","57th Match (N), Wankhede, May 12, 2023,
Indian Premier League","Gujarat Titans"
"See all photos","","","","","","","","","","","",""
"Noor Ahmad","4","38","0","0","9.50","7","4","1","0","0","57th Match (N), Wankhede, May 12, 2023,
Indian Premier League","Gujarat Titans"
"Alzarri Joseph","4","52","0","0","13.00","5","2","5","0","0","57th Match (N), Wankhede, May 12, 2023,
Indian Premier League","Gujarat Titans"
"Jason Behrendorff","4","37","1","0","9.25","8","5","1","1","0","57th Match (N), Wankhede, May 12, 2023,
Indian Premier League","Mumbai Indians"
"See all photos","","","","","","","","","","","",""
"Akash Madhwal","4","31","3","0","7.75","11","4","1","0","0","57th Match (N), Wankhede, May 12, 2023,
Indian Premier League","Mumbai Indians"
"See all photos","","","","","","","","","","","",""
"Chris Jordan","4","34","0","0","8.50","9","3","2","0","0","57th Match (N), Wankhede, May 12, 2023,
Indian Premier League","Mumbai Indians"
"Piyush Chawla","4","36","2","0","9.00","7","4","1","0","0","57th Match (N), Wankhede, May 12, 2023,
Indian Premier League","Mumbai Indians"
"See all photos","","","","","","","","","","","",""
"Kumar Kartikeya","3","37","2","0","12.33","8","0","5","2","0","57th Match (N), Wankhede, May 12, 2023,
Indian Premier League","Mumbai Indians"
"See all photos","","","","","","","","","","","",""
"Cameron Green","1","13","0","0","13.00","3","0","2","0","0","57th Match (N), Wankhede, May 12, 2023,
Indian Premier League","Mumbai Indians"
"Yudhvir Singh","3","24","1","0","8.00","8","4","0","1","0","58th Match (D/N), Hyderabad, May 13, 2023,
Indian Premier League","Lucknow Super Giants"
"See all photos","","","","","","","","","","","",""
"Kyle Mayers","1","11","0","0","11.00","3","2","0","0","1","58th Match (D/N), Hyderabad, May 13, 2023,
Indian Premier League","Lucknow Super Giants"
"Krunal Pandya","4","24","2","0","6.00","12","2","1","0","0","58th Match (D/N), Hyderabad, May 13, 2023,
Indian Premier League","Lucknow Super Giants"
"See all photos","","","","","","","","","","","",""
"Avesh Khan","2","30","1","0","15.00","2","5","1","0","0","58th Match (D/N), Hyderabad, May 13, 2023,
Indian Premier League","Lucknow Super Giants"
"See all photos","","","","","","","","","","","",""
"Yash Thakur","4","28","1","0","7.00","11","1","2","0","0","58th Match (D/N), Hyderabad, May 13, 2023,
Indian Premier League","Lucknow Super Giants"
"See all photos","","","","","","","","","","","",""
"Amit Mishra","4","40","1","0","10.00","8","2","3","1","0","58th Match (D/N), Hyderabad, May 13, 2023,
Indian Premier League","Lucknow Super Giants"
"See all photos","","","","","","","","","","","",""
"Ravi Bishnoi","2","23","0","0","11.50","1","2","1","0","0","58th Match (D/N), Hyderabad, May 13, 2023,
Indian Premier League","Lucknow Super Giants"
"Bhuvneshwar Kumar","4","30","0","0","7.50","8","3","1","0","0","58th Match (D/N), Hyderabad, May 13, 2023,
Indian Premier League","Sunrisers Hyderabad"
"Fazalhaq Farooqi","3.2","32","0","0","9.60","8","5","0","4","0","58th Match (D/N), Hyderabad, May 13, 2023,
Indian Premier League","Sunrisers Hyderabad"
"Glenn Phillips","2","10","1","0","5.00","5","1","0","0","0","58th Match (D/N), Hyderabad, May 13, 2023,
Indian Premier League","Sunrisers Hyderabad"
"See all photos","","","","","","","","","","","",""
"T Natarajan","4","31","0","0","7.75","8","1","2","0","0","58th Match (D/N), Hyderabad, May 13, 2023,
Indian Premier League","Sunrisers Hyderabad"
"Mayank Markande","3","39","1","0","13.00","2","4","2","0","0","58th Match (D/N), Hyderabad, May 13, 2023,
Indian Premier League","Sunrisers Hyderabad"
"See all photos","","","","","","","","","","","",""
"Abhishek Sharma","3","42","1","0","14.00","6","1","5","1","0","58th Match (D/N), Hyderabad, May 13, 2023,
Indian Premier League","Sunrisers Hyderabad"
"Khaleel Ahmed","4","36","0","0","9.00","11","4","1","3","0","59th Match (N), Delhi, May 13, 2023,
Indian Premier League","Delhi Capitals"
"Ishant Sharma","3","27","2","0","9.00","8","4","1","0","0","59th Match (N), Delhi, May 13, 2023,
Indian Premier League","Delhi Capitals"
"Axar Patel","4","27","1","0","6.75","12","1","1","2","0","59th Match (N), Delhi, May 13, 2023,
Indian Premier League","Delhi Capitals"
"See all photos","","","","","","","","","","","",""
"Praveen Dubey","3","19","1","0","6.33","8","1","1","1","0","59th Match (N), Delhi, May 13, 2023,
Indian Premier League","Delhi Capitals"
"Kuldeep Yadav","4","32","1","0","8.00","9","2","2","0","0","59th Match (N), Delhi, May 13, 2023,
Indian Premier League","Delhi Capitals"
"Mitchell Marsh","1","21","0","0","21.00","0","1","2","1","0","59th Match (N), Delhi, May 13, 2023,
Indian Premier League","Delhi Capitals"
"Mukesh Kumar","1","3","1","0","3.00","3","0","0","0","0","59th Match (N), Delhi, May 13, 2023,
Indian Premier League","Delhi Capitals"
"Rishi Dhawan","1","10","0","0","10.00","2","2","0","0","0","59th Match (N), Delhi, May 13, 2023,
Indian Premier League","Punjab Kings"
"Sam Curran","2","18","0","0","9.00","4","3","0","0","0","59th Match (N), Delhi, May 13, 2023,
Indian Premier League","Punjab Kings"
"Harpreet Brar","4","30","4","0","7.50","11","5","0","1","0","59th Match (N), Delhi, May 13, 2023,
Indian Premier League","Punjab Kings"
"See all photos","","","","","","","","","","","",""
"Nathan Ellis","4","26","2","0","6.50","6","2","0","1","0","59th Match (N), Delhi, May 13, 2023,
Indian Premier League","Punjab Kings"
"See all photos","","","","","","","","","","","",""
"Arshdeep Singh","4","32","0","0","8.00","8","2","2","0","0","59th Match (N), Delhi, May 13, 2023,
Indian Premier League","Punjab Kings"
"Rahul Chahar","4","16","2","0","4.00","18","3","0","1","0","59th Match (N), Delhi, May 13, 2023,
Indian Premier League","Punjab Kings"
"See all photos","","","","","","","","","","","",""
"Sikandar Raza","1","3","0","0","3.00","3","0","0","0","0","59th Match (N), Delhi, May 13, 2023,
Indian Premier League","Punjab Kings"
"Sandeep Sharma","4","34","1","0","8.50","4","4","0","1","0","60th Match (D/N), Jaipur, May 14, 2023,
Indian Premier League","Rajasthan Royals"
"See all photos","","","","","","","","","","","",""
"Adam Zampa","4","25","2","0","6.25","10","2","1","0","0","60th Match (D/N), Jaipur, May 14, 2023,
Indian Premier League","Rajasthan Royals"
"See all photos","","","","","","","","","","","",""
"Yuzvendra Chahal","4","37","0","0","9.25","4","3","1","1","0","60th Match (D/N), Jaipur, May 14, 2023,
Indian Premier League","Rajasthan Royals"
"Ravichandran Ashwin","4","33","0","0","8.25","5","1","2","1","0","60th Match (D/N), Jaipur, May 14, 2023,
Indian Premier League","Rajasthan Royals"
"KM Asif","4","42","2","0","10.50","8","2","3","1","0","60th Match (D/N), Jaipur, May 14, 2023,
Indian Premier League","Rajasthan Royals"
"See all photos","","","","","","","","","","","",""
"Mohammed Siraj","2","10","1","0","5.00","9","2","0","1","0","60th Match (D/N), Jaipur, May 14, 2023,
Indian Premier League","Royal Challengers Bangalore"
"See all photos","","","","","","","","","","","",""
"Wayne Parnell","3","10","3","0","3.33","12","1","0","1","0","60th Match (D/N), Jaipur, May 14, 2023,
Indian Premier League","Royal Challengers Bangalore"
"See all photos","","","","","","","","","","","",""
"Michael Bracewell","3","16","2","0","5.33","10","1","1","0","0","60th Match (D/N), Jaipur, May 14, 2023,
Indian Premier League","Royal Challengers Bangalore"
"Karn Sharma","1.3","19","2","0","12.66","5","0","3","0","0","60th Match (D/N), Jaipur, May 14, 2023,
Indian Premier League","Royal Challengers Bangalore"
"See all photos","","","","","","","","","","","",""
"Glenn Maxwell","1","3","1","0","3.00","4","0","0","0","0","60th Match (D/N), Jaipur, May 14, 2023,
Indian Premier League","Royal Challengers Bangalore"
"Vaibhav Arora","4","30","1","0","7.50","7","2","0","1","1","61st Match (N), Chennai, May 14, 2023,
Indian Premier League","Kolkata Knight Riders"
"Harshit Rana","2","19","0","0","9.50","5","2","1","0","0","61st Match (N), Chennai, May 14, 2023,
Indian Premier League","Kolkata Knight Riders"
"Varun Chakravarthy","4","36","2","0","9.00","5","2","1","1","0","61st Match (N), Chennai, May 14, 2023,
Indian Premier League","Kolkata Knight Riders"
"See all photos","","","","","","","","","","","",""
"Sunil Narine","4","15","2","0","3.75","10","0","0","0","0","61st Match (N), Chennai, May 14, 2023,
Indian Premier League","Kolkata Knight Riders"
"See all photos","","","","","","","","","","","",""
"Shardul Thakur","3","15","1","0","5.00","7","1","0","1","0","61st Match (N), Chennai, May 14, 2023,
Indian Premier League","Kolkata Knight Riders"
"See all photos","","","","","","","","","","","",""
"Suyash Sharma","3","29","0","0","9.66","6","0","3","0","1","61st Match (N), Chennai, May 14, 2023,
Indian Premier League","Kolkata Knight Riders"
"Deepak Chahar","3","27","3","0","9.00","7","3","1","2","0","61st Match (N), Chennai, May 14, 2023,
Indian Premier League","Chennai Super Kings"
"See all photos","","","","","","","","","","","",""
"Tushar Deshpande","3.3","25","0","0","7.14","11","2","1","2","0","61st Match (N), Chennai, May 14, 2023,
Indian Premier League","Chennai Super Kings"
"Moeen Ali","4","31","0","0","7.75","8","5","0","0","0","61st Match (N), Chennai, May 14, 2023,
Indian Premier League","Chennai Super Kings"
"Maheesh Theekshana","3","22","0","0","7.33","3","2","0","0","0","61st Match (N), Chennai, May 14, 2023,
Indian Premier League","Chennai Super Kings"
"Matheesha Pathirana","3","23","0","0","7.66","8","1","0","2","1","61st Match (N), Chennai, May 14, 2023,
Indian Premier League","Chennai Super Kings"
"Ravindra Jadeja","2","18","0","0","9.00","4","0","2","0","0","61st Match (N), Chennai, May 14, 2023,
Indian Premier League","Chennai Super Kings"
"Bhuvneshwar Kumar","4","30","5","0","7.50","11","4","0","0","0","62nd Match (N), Ahmedabad, May 15, 2023,
Indian Premier League","Sunrisers Hyderabad"
"See all photos","","","","","","","","","","","",""
"Marco Jansen","4","39","1","0","9.75","11","3","1","4","2","62nd Match (N), Ahmedabad, May 15, 2023,
Indian Premier League","Sunrisers Hyderabad"
"Fazalhaq Farooqi","3","31","1","0","10.33","3","4","0","1","0","62nd Match (N), Ahmedabad, May 15, 2023,
Indian Premier League","Sunrisers Hyderabad"
"T Natarajan","4","34","1","0","8.50","4","4","0","0","0","62nd Match (N), Ahmedabad, May 15, 2023,
Indian Premier League","Sunrisers Hyderabad"
"See all photos","","","","","","","","","","","",""
"Aiden Markram","1","13","0","0","13.00","0","2","0","0","0","62nd Match (N), Ahmedabad, May 15, 2023,
Indian Premier League","Sunrisers Hyderabad"
"Mayank Markande","3","27","0","0","9.00","3","4","0","0","0","62nd Match (N), Ahmedabad, May 15, 2023,
Indian Premier League","Sunrisers Hyderabad"
"Abhishek Sharma","1","13","0","0","13.00","2","1","1","1","0","62nd Match (N), Ahmedabad, May 15, 2023,
Indian Premier League","Sunrisers Hyderabad"
"Mohammed Shami","4","21","4","0","5.25","13","1","1","0","0","62nd Match (N), Ahmedabad, May 15, 2023,
Indian Premier League","Gujarat Titans"
"See all photos","","","","","","","","","","","",""
"Yash Dayal","4","31","1","0","7.75","11","4","0","4","0","62nd Match (N), Ahmedabad, May 15, 2023,
Indian Premier League","Gujarat Titans"
"See all photos","","","","","","","","","","","",""
"Rashid Khan","4","28","0","0","7.00","6","1","1","0","0","62nd Match (N), Ahmedabad, May 15, 2023,
Indian Premier League","Gujarat Titans"
"Mohit Sharma","4","28","4","0","7.00","12","3","1","0","0","62nd Match (N), Ahmedabad, May 15, 2023,
Indian Premier League","Gujarat Titans"
"See all photos","","","","","","","","","","","",""
"Noor Ahmad","2.5","35","0","0","12.35","3","3","2","1","0","62nd Match (N), Ahmedabad, May 15, 2023,
Indian Premier League","Gujarat Titans"
"Rahul Tewatia","1.1","7","0","0","6.00","3","1","0","0","0","62nd Match (N), Ahmedabad, May 15, 2023,
Indian Premier League","Gujarat Titans"
"Jason Behrendorff","4","30","2","0","7.50","9","0","2","1","0","63rd Match (N), Lucknow, May 16, 2023,
Indian Premier League","Mumbai Indians"
"See all photos","","","","","","","","","","","",""
"Chris Jordan","4","50","0","0","12.50","7","3","4","2","0","63rd Match (N), Lucknow, May 16, 2023,
Indian Premier League","Mumbai Indians"
"Hrithik Shokeen","3","20","0","0","6.66","9","1","1","0","0","63rd Match (N), Lucknow, May 16, 2023,
Indian Premier League","Mumbai Indians"
"Piyush Chawla","3","26","1","0","8.66","5","0","2","0","0","63rd Match (N), Lucknow, May 16, 2023,
Indian Premier League","Mumbai Indians"
"See all photos","","","","","","","","","","","",""
"Akash Madhwal","4","30","0","0","7.50","7","1","1","2","0","63rd Match (N), Lucknow, May 16, 2023,
Indian Premier League","Mumbai Indians"
"Cameron Green","2","16","0","0","8.00","5","1","1","0","0","63rd Match (N), Lucknow, May 16, 2023,
Indian Premier League","Mumbai Indians"
"Krunal Pandya","4","27","0","0","6.75","10","4","0","0","0","63rd Match (N), Lucknow, May 16, 2023,
Indian Premier League","Lucknow Super Giants"
"Mohsin Khan","3","26","1","0","8.66","8","1","2","2","0","63rd Match (N), Lucknow, May 16, 2023,
Indian Premier League","Lucknow Super Giants"
"See all photos","","","","","","","","","","","",""
"Naveen-ul-Haq","4","37","0","0","9.25","8","1","3","0","1","63rd Match (N), Lucknow, May 16, 2023,
Indian Premier League","Lucknow Super Giants"
"Yash Thakur","4","40","2","0","10.00","9","2","2","5","1","63rd Match (N), Lucknow, May 16, 2023,
Indian Premier League","Lucknow Super Giants"
"See all photos","","","","","","","","","","","",""
"Swapnil Singh","1","11","0","0","11.00","1","2","0","0","0","63rd Match (N), Lucknow, May 16, 2023,
Indian Premier League","Lucknow Super Giants"
"Ravi Bishnoi","4","26","2","0","6.50","9","2","0","1","0","63rd Match (N), Lucknow, May 16, 2023,
Indian Premier League","Lucknow Super Giants"
"See all photos","","","","","","","","","","","",""
"Sam Curran","4","36","2","0","9.00","9","4","1","1","0","64th Match (N), Dharamsala, May 17, 2023,
Indian Premier League","Punjab Kings"
"See all photos","","","","","","","","","","","",""
"Kagiso Rabada","3","36","0","0","12.00","8","2","4","0","0","64th Match (N), Dharamsala, May 17, 2023,
Indian Premier League","Punjab Kings"
"Arshdeep Singh","2","21","0","0","10.50","4","2","1","2","0","64th Match (N), Dharamsala, May 17, 2023,
Indian Premier League","Punjab Kings"
"Nathan Ellis","4","46","0","0","11.50","6","5","2","0","0","64th Match (N), Dharamsala, May 17, 2023,
Indian Premier League","Punjab Kings"
"Rahul Chahar","4","35","0","0","8.75","7","4","1","0","0","64th Match (N), Dharamsala, May 17, 2023,
Indian Premier League","Punjab Kings"
"Harpreet Brar","3","39","0","0","13.00","2","3","2","2","0","64th Match (N), Dharamsala, May 17, 2023,
Indian Premier League","Punjab Kings"
"Khaleel Ahmed","3","20","1","1","6.66","14","1","2","0","1","64th Match (N), Dharamsala, May 17, 2023,
Indian Premier League","Delhi Capitals"
"Ishant Sharma","3","36","2","0","12.00","10","5","2","0","1","64th Match (N), Dharamsala, May 17, 2023,
Indian Premier League","Delhi Capitals"
"See all photos","","","","","","","","","","","",""
"Anrich Nortje","4","36","2","0","9.00","11","2","3","0","0","64th Match (N), Dharamsala, May 17, 2023,
Indian Premier League","Delhi Capitals"
"See all photos","","","","","","","","","","","",""
"Mukesh Kumar","4","52","0","0","13.00","8","3","5","1","0","64th Match (N), Dharamsala, May 17, 2023,
Indian Premier League","Delhi Capitals"
"Axar Patel","3","27","1","0","9.00","3","4","0","0","0","64th Match (N), Dharamsala, May 17, 2023,
Indian Premier League","Delhi Capitals"
"See all photos","","","","","","","","","","","",""
"Kuldeep Yadav","3","21","0","0","7.00","4","0","1","1","0","64th Match (N), Dharamsala, May 17, 2023,
Indian Premier League","Delhi Capitals"
"Mohammed Siraj","4","17","1","0","4.25","16","2","0","2","0","65th Match (N), Hyderabad, May 18, 2023,
Indian Premier League","Royal Challengers Bangalore"
"Wayne Parnell","4","35","0","0","8.75","5","3","1","0","0","65th Match (N), Hyderabad, May 18, 2023,
Indian Premier League","Royal Challengers Bangalore"
"Michael Bracewell","2","13","2","0","6.50","5","2","0","0","0","65th Match (N), Hyderabad, May 18, 2023,
Indian Premier League","Royal Challengers Bangalore"
"Shahbaz Ahmed","3","38","1","0","12.66","4","4","2","0","0","65th Match (N), Hyderabad, May 18, 2023,
Indian Premier League","Royal Challengers Bangalore"
"See all photos","","","","","","","","","","","",""
"Harshal Patel","4","37","1","0","9.25","4","3","1","1","0","65th Match (N), Hyderabad, May 18, 2023,
Indian Premier League","Royal Challengers Bangalore"
"Karn Sharma","3","45","0","0","15.00","0","1","4","1","0","65th Match (N), Hyderabad, May 18, 2023,
Indian Premier League","Royal Challengers Bangalore"
"Bhuvneshwar Kumar","4","48","1","0","12.00","10","7","2","1","0","65th Match (N), Hyderabad, May 18, 2023,
Indian Premier League","Sunrisers Hyderabad"
"Abhishek Sharma","3","28","0","0","9.33","5","3","1","1","0","65th Match (N), Hyderabad, May 18, 2023,
Indian Premier League","Sunrisers Hyderabad"
"T Natarajan","4","34","1","0","8.50","6","3","1","1","0","65th Match (N), Hyderabad, May 18, 2023,
Indian Premier League","Sunrisers Hyderabad"
"Kartik Tyagi","1.2","21","0","0","15.75","1","4","0","1","0","65th Match (N), Hyderabad, May 18, 2023,
Indian Premier League","Sunrisers Hyderabad"
"Nitish Kumar Reddy","2","19","0","0","9.50","3","1","1","0","1","65th Match (N), Hyderabad, May 18, 2023,
Indian Premier League","Sunrisers Hyderabad"
"Mayank Dagar","4","25","0","0","6.25","8","1","1","0","0","65th Match (N), Hyderabad, May 18, 2023,
Indian Premier League","Sunrisers Hyderabad"
"Glenn Phillips","1","10","0","0","10.00","1","1","0","0","0","65th Match (N), Hyderabad, May 18, 2023,
Indian Premier League","Sunrisers Hyderabad"
"Trent Boult","4","35","1","0","8.75","12","3","2","1","0","66th Match (N), Dharamsala, May 19, 2023,
Indian Premier League","Rajasthan Royals"
"See all photos","","","","","","","","","","","",""
"Sandeep Sharma","4","46","0","0","11.50","6","3","3","2","1","66th Match (N), Dharamsala, May 19, 2023,
Indian Premier League","Rajasthan Royals"
"Navdeep Saini","4","40","3","0","10.00","9","6","1","1","0","66th Match (N), Dharamsala, May 19, 2023,
Indian Premier League","Rajasthan Royals"
"See all photos","","","","","","","","","","","",""
"Adam Zampa","4","26","1","0","6.50","6","2","0","0","0","66th Match (N), Dharamsala, May 19, 2023,
Indian Premier League","Rajasthan Royals"
"See all photos","","","","","","","","","","","",""
"Yuzvendra Chahal","4","40","0","0","10.00","9","3","3","1","0","66th Match (N), Dharamsala, May 19, 2023,
Indian Premier League","Rajasthan Royals"
"Sam Curran","4","46","1","0","11.50","9","8","1","2","0","66th Match (N), Dharamsala, May 19, 2023,
Indian Premier League","Punjab Kings"
"Kagiso Rabada","4","40","2","0","10.00","12","2","4","1","1","66th Match (N), Dharamsala, May 19, 2023,
Indian Premier League","Punjab Kings"
"See all photos","","","","","","","","","","","",""
"Arshdeep Singh","4","40","1","0","10.00","11","4","2","3","0","66th Match (N), Dharamsala, May 19, 2023,
Indian Premier League","Punjab Kings"
"See all photos","","","","","","","","","","","",""
"Nathan Ellis","4","34","1","0","8.50","8","3","1","1","0","66th Match (N), Dharamsala, May 19, 2023,
Indian Premier League","Punjab Kings"
"See all photos","","","","","","","","","","","",""
"Rahul Chahar","3.4","28","1","0","7.63","5","1","1","0","0","66th Match (N), Dharamsala, May 19, 2023,
Indian Premier League","Punjab Kings"
"See all photos","","","","","","","","","","","",""
"Khaleel Ahmed","4","45","1","0","11.25","9","4","3","2","1","67th Match (D/N), Delhi, May 20, 2023,
Indian Premier League","Delhi Capitals"
"See all photos","","","","","","","","","","","",""
"Lalit Yadav","2","32","0","0","16.00","1","3","2","2","0","67th Match (D/N), Delhi, May 20, 2023,
Indian Premier League","Delhi Capitals"
"Axar Patel","3","32","0","0","10.66","3","0","3","0","0","67th Match (D/N), Delhi, May 20, 2023,
Indian Premier League","Delhi Capitals"
"Anrich Nortje","4","43","1","0","10.75","8","4","3","0","0","67th Match (D/N), Delhi, May 20, 2023,
Indian Premier League","Delhi Capitals"
"See all photos","","","","","","","","","","","",""
"Chetan Sakariya","4","36","1","0","9.00","9","5","0","3","1","67th Match (D/N), Delhi, May 20, 2023,
Indian Premier League","Delhi Capitals"
"See all photos","","","","","","","","","","","",""
"Kuldeep Yadav","3","34","0","0","11.33","2","1","3","0","0","67th Match (D/N), Delhi, May 20, 2023,
Indian Premier League","Delhi Capitals"
"Deepak Chahar","4","22","3","0","5.50","14","2","1","0","0","67th Match (D/N), Delhi, May 20, 2023,
Indian Premier League","Chennai Super Kings"
"See all photos","","","","","","","","","","","",""
"Tushar Deshpande","4","26","1","0","6.50","12","4","0","1","0","67th Match (D/N), Delhi, May 20, 2023,
Indian Premier League","Chennai Super Kings"
"See all photos","","","","","","","","","","","",""
"Maheesh Theekshana","4","23","2","1","5.75","11","1","1","0","0","67th Match (D/N), Delhi, May 20, 2023,
Indian Premier League","Chennai Super Kings"
"See all photos","","","","","","","","","","","",""
"Ravindra Jadeja","4","50","1","0","12.50","4","3","4","1","0","67th Match (D/N), Delhi, May 20, 2023,
Indian Premier League","Chennai Super Kings"
"Matheesha Pathirana","4","22","2","0","5.50","11","1","0","5","0","67th Match (D/N), Delhi, May 20, 2023,
Indian Premier League","Chennai Super Kings"
"Harshit Rana","3","21","1","0","7.00","11","3","1","0","0","68th Match (N), Eden Gardens, May 20, 2023,
Indian Premier League","Kolkata Knight Riders"
"Vaibhav Arora","4","30","2","0","7.50","9","1","1","3","1","68th Match (N), Eden Gardens, May 20, 2023,
Indian Premier League","Kolkata Knight Riders"
"See all photos","","","","","","","","","","","",""
"Varun Chakravarthy","4","38","1","0","9.50","10","4","2","0","0","68th Match (N), Eden Gardens, May 20, 2023,
Indian Premier League","Kolkata Knight Riders"
"See all photos","","","","","","","","","","","",""
"Nitish Rana","1","3","0","0","3.00","4","0","0","0","0","68th Match (N), Eden Gardens, May 20, 2023,
Indian Premier League","Kolkata Knight Riders"
"Shardul Thakur","2","27","2","0","13.50","3","0","3","1","1","68th Match (N), Eden Gardens, May 20, 2023,
Indian Premier League","Kolkata Knight Riders"
"See all photos","","","","","","","","","","","",""
"Sunil Narine","4","28","2","0","7.00","8","2","1","1","0","68th Match (N), Eden Gardens, May 20, 2023,
Indian Premier League","Kolkata Knight Riders"
