bowler,overs,runs,wickets,maidens,economy,dot_balls,fours,sixes,wide_balls,no_balls,Match_id,team
Yuzvendra Chahal,4.0,25.0,4,0.0,6.25,11.0,2.0,1.0,0.0,0.0,56th,Rajasthan Royals
KM Asif,3.0,27.0,1,0.0,9.0,4.0,0.0,2.0,1.0,0.0,56th,Rajasthan Royals
Nitish Rana,1.0,26.0,0,0.0,26.0,0.0,3.0,2.0,0.0,0.0,56th,Kolkata Knight Riders
Harshit Rana,2.0,22.0,0,0.0,11.0,6.0,2.0,1.0,2.0,0.0,56th,Kolkata Knight Riders
Shardul Thakur,1.1,18.0,0,0.0,15.42,1.0,4.0,0.0,0.0,0.0,56th,Kolkata Knight Riders
Varun Chakravarthy,3.0,28.0,0,0.0,9.33,10.0,3.0,2.0,1.0,0.0,56th,Kolkata Knight Riders
Sunil Narine,2.0,13.0,0,0.0,6.5,5.0,0.0,1.0,0.0,0.0,56th,Kolkata Knight Riders
Suyash Sharma,3.0,22.0,0,0.0,7.33,7.0,2.0,1.0,0.0,0.0,56th,Kolkata Knight Riders
Anukul Roy,1.0,20.0,0,0.0,20.0,1.0,0.0,3.0,0.0,0.0,56th,Kolkata Knight Riders
Mohammed Shami,4.0,53.0,0,0.0,13.25,9.0,5.0,4.0,0.0,0.0,57th,Gujarat Titans
Mohit Sharma,4.0,43.0,1,0.0,10.75,10.0,6.0,2.0,0.0,0.0,57th,Gujarat Titans
Rashid Khan,4.0,30.0,4,0.0,7.5,10.0,5.0,0.0,0.0,0.0,57th,Gujarat Titans
Noor Ahmad,4.0,38.0,0,0.0,9.5,7.0,4.0,1.0,0.0,0.0,57th,Gujarat Titans
Alzarri Joseph,4.0,52.0,0,0.0,13.0,5.0,2.0,5.0,0.0,0.0,57th,Gujarat Titans
Jason Behrendorff,4.0,37.0,1,0.0,9.25,8.0,5.0,1.0,1.0,0.0,57th,Mumbai Indians
Akash Madhwal,4.0,31.0,3,0.0,7.75,11.0,4.0,1.0,0.0,0.0,57th,Mumbai Indians
Chris Jordan,4.0,34.0,0,0.0,8.5,9.0,3.0,2.0,0.0,0.0,57th,Mumbai Indians
Piyush Chawla,4.0,36.0,2,0.0,9.0,7.0,4.0,1.0,0.0,0.0,57th,Mumbai Indians
Kumar Kartikeya,3.0,37.0,2,0.0,12.33,8.0,0.0,5.0,2.0,0.0,57th,Mumbai Indians
Cameron Green,1.0,13.0,0,0.0,13.0,3.0,0.0,2.0,0.0,0.0,57th,Mumbai Indians
Yudhvir Singh,3.0,24.0,1,0.0,8.0,8.0,4.0,0.0,1.0,0.0,58th,Lucknow Super Giants
Kyle Mayers,1.0,11.0,0,0.0,11.0,3.0,2.0,0.0,0.0,1.0,58th,Lucknow Super Giants
Krunal Pandya,4.0,24.0,2,0.0,6.0,12.0,2.0,1.0,0.0,0.0,58th,Lucknow Super Giants
Avesh Khan,2.0,30.0,1,0.0,15.0,2.0,5.0,1.0,0.0,0.0,58th,Lucknow Super Giants
Yash Thakur,4.0,28.0,1,0.0,7.0,11.0,1.0,2.0,0.0,0.0,58th,Lucknow Super Giants
Amit Mishra,4.0,40.0,1,0.0,10.0,8.0,2.0,3.0,1.0,0.0,58th,Lucknow Super Giants
Ravi Bishnoi,2.0,23.0,0,0.0,11.5,1.0,2.0,1.0,0.0,0.0,58th,Lucknow Super Giants
Bhuvneshwar Kumar,4.0,30.0,0,0.0,7.5,8.0,3.0,1.0,0.0,0.0,58th,Sunrisers Hyderabad
Fazalhaq Farooqi,3.2,32.0,0,0.0,9.6,8.0,5.0,0.0,4.0,0.0,58th,Sunrisers Hyderabad
Glenn Phillips,2.0,10.0,1,0.0,5.0,5.0,1.0,0.0,0.0,0.0,58th,Sunrisers Hyderabad
T Natarajan,4.0,31.0,0,0.0,7.75,8.0,1.0,2.0,0.0,0.0,58th,Sunrisers Hyderabad
Mayank Markande,3.0,39.0,1,0.0,13.0,2.0,4.0,2.0,0.0,0.0,58th,Sunrisers Hyderabad
Abhishek Sharma,3.0,42.0,1,0.0,14.0,6.0,1.0,5.0,1.0,0.0,58th,Sunrisers Hyderabad
Khaleel Ahmed,4.0,36.0,0,0.0,9.0,11.0,4.0,1.0,3.0,0.0,59th,Delhi Capitals
Ishant Sharma,3.0,27.0,2,0.0,9.0,8.0,4.0,1.0,0.0,0.0,59th,Delhi Capitals
Axar Patel,4.0,27.0,1,0.0,6.75,12.0,1.0,1.0,2.0,0.0,59th,Delhi Capitals
Praveen Dubey,3.0,19.0,1,0.0,6.33,8.0,1.0,1.0,1.0,0.0,59th,Delhi Capitals
Kuldeep Yadav,4.0,32.0,1,0.0,8.0,9.0,2.0,2.0,0.0,0.0,59th,Delhi Capitals
Mitchell Marsh,1.0,21.0,0,0.0,21.0,0.0,1.0,2.0,1.0,0.0,59th,Delhi Capitals
Mukesh Kumar,1.0,3.0,1,0.0,3.0,3.0,0.0,0.0,0.0,0.0,59th,Delhi Capitals
Rishi Dhawan,1.0,10.0,0,0.0,10.0,2.0,2.0,0.0,0.0,0.0,59th,Punjab Kings
Sam Curran,2.0,18.0,0,0.0,9.0,4.0,3.0,0.0,0.0,0.0,59th,Punjab Kings
Harpreet Brar,4.0,30.0,4,0.0,7.5,11.0,5.0,0.0,1.0,0.0,59th,Punjab Kings
Nathan Ellis,4.0,26.0,2,0.0,6.5,6.0,2.0,0.0,1.0,0.0,59th,Punjab Kings
Arshdeep Singh,4.0,32.0,0,0.0,8.0,8.0,2.0,2.0,0.0,0.0,59th,Punjab Kings
Rahul Chahar,4.0,16.0,2,0.0,4.0,18.0,3.0,0.0,1.0,0.0,59th,Punjab Kings
Sikandar Raza,1.0,3.0,0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,59th,Punjab Kings
Sandeep Sharma,4.0,34.0,1,0.0,8.5,4.0,4.0,0.0,1.0,0.0,60th,Rajasthan Royals
Adam Zampa,4.0,25.0,2,0.0,6.25,10.0,2.0,1.0,0.0,0.0,60th,Rajasthan Royals
Yuzvendra Chahal,4.0,37.0,0,0.0,9.25,4.0,3.0,1.0,1.0,0.0,60th,Rajasthan Royals
Ravichandran Ashwin,4.0,33.0,0,0.0,8.25,5.0,1.0,2.0,1.0,0.0,60th,Rajasthan Royals
KM Asif,4.0,42.0,2,0.0,10.5,8.0,2.0,3.0,1.0,0.0,60th,Rajasthan Royals
Mohammed Siraj,2.0,10.0,1,0.0,5.0,9.0,2.0,0.0,1.0,0.0,60th,Royal Challengers Bangalore
Wayne Parnell,3.0,10.0,3,0.0,3.33,12.0,1.0,0.0,1.0,0.0,60th,Royal Challengers Bangalore
Michael Bracewell,3.0,16.0,2,0.0,5.33,10.0,1.0,1.0,0.0,0.0,60th,Royal Challengers Bangalore
Karn Sharma,1.3,19.0,2,0.0,12.66,5.0,0.0,3.0,0.0,0.0,60th,Royal Challengers Bangalore
Glenn Maxwell,1.0,3.0,1,0.0,3.0,4.0,0.0,0.0,0.0,0.0,60th,Royal Challengers Bangalore
Vaibhav Arora,4.0,30.0,1,0.0,7.5,7.0,2.0,0.0,1.0,1.0,61st,Kolkata Knight Riders
Harshit Rana,2.0,19.0,0,0.0,9.5,5.0,2.0,1.0,0.0,0.0,61st,Kolkata Knight Riders
Varun Chakravarthy,4.0,36.0,2,0.0,9.0,5.0,2.0,1.0,1.0,0.0,61st,Kolkata Knight Riders
Sunil Narine,4.0,15.0,2,0.0,3.75,10.0,0.0,0.0,0.0,0.0,61st,Kolkata Knight Riders
Shardul Thakur,3.0,15.0,1,0.0,5.0,7.0,1.0,0.0,1.0,0.0,61st,Kolkata Knight Riders
Suyash Sharma,3.0,29.0,0,0.0,9.66,6.0,0.0,3.0,0.0,1.0,61st,Kolkata Knight Riders
Deepak Chahar,3.0,27.0,3,0.0,9.0,7.0,3.0,1.0,2.0,0.0,61st,Chennai Super Kings
Tushar Deshpande,3.3,25.0,0,0.0,7.14,11.0,2.0,1.0,2.0,0.0,61st,Chennai Super Kings
Moeen Ali,4.0,31.0,0,0.0,7.75,8.0,5.0,0.0,0.0,0.0,61st,Chennai Super Kings
Maheesh Theekshana,3.0,22.0,0,0.0,7.33,3.0,2.0,0.0,0.0,0.0,61st,Chennai Super Kings
Matheesha Pathirana,3.0,23.0,0,0.0,7.66,8.0,1.0,0.0,2.0,1.0,61st,Chennai Super Kings
Ravindra Jadeja,2.0,18.0,0,0.0,9.0,4.0,0.0,2.0,0.0,0.0,61st,Chennai Super Kings
Bhuvneshwar Kumar,4.0,30.0,5,0.0,7.5,11.0,4.0,0.0,0.0,0.0,62nd,Sunrisers Hyderabad
Marco Jansen,4.0,39.0,1,0.0,9.75,11.0,3.0,1.0,4.0,2.0,62nd,Sunrisers Hyderabad
Fazalhaq Farooqi,3.0,31.0,1,0.0,10.33,3.0,4.0,0.0,1.0,0.0,62nd,Sunrisers Hyderabad
T Natarajan,4.0,34.0,1,0.0,8.5,4.0,4.0,0.0,0.0,0.0,62nd,Sunrisers Hyderabad
Aiden Markram,1.0,13.0,0,0.0,13.0,0.0,2.0,0.0,0.0,0.0,62nd,Sunrisers Hyderabad
Mayank Markande,3.0,27.0,0,0.0,9.0,3.0,4.0,0.0,0.0,0.0,62nd,Sunrisers Hyderabad
Abhishek Sharma,1.0,13.0,0,0.0,13.0,2.0,1.0,1.0,1.0,0.0,62nd,Sunrisers Hyderabad
Mohammed Shami,4.0,21.0,4,0.0,5.25,13.0,1.0,1.0,0.0,0.0,62nd,Gujarat Titans
Yash Dayal,4.0,31.0,1,0.0,7.75,11.0,4.0,0.0,4.0,0.0,62nd,Gujarat Titans
Rashid Khan,4.0,28.0,0,0.0,7.0,6.0,1.0,1.0,0.0,0.0,62nd,Gujarat Titans
Mohit Sharma,4.0,28.0,4,0.0,7.0,12.0,3.0,1.0,0.0,0.0,62nd,Gujarat Titans
Noor Ahmad,2.5,35.0,0,0.0,12.35,3.0,3.0,2.0,1.0,0.0,62nd,Gujarat Titans
Rahul Tewatia,1.1,7.0,0,0.0,6.0,3.0,1.0,0.0,0.0,0.0,62nd,Gujarat Titans
Jason Behrendorff,4.0,30.0,2,0.0,7.5,9.0,0.0,2.0,1.0,0.0,63rd,Mumbai Indians
Chris Jordan,4.0,50.0,0,0.0,12.5,7.0,3.0,4.0,2.0,0.0,63rd,Mumbai Indians
Hrithik Shokeen,3.0,20.0,0,0.0,6.66,9.0,1.0,1.0,0.0,0.0,63rd,Mumbai Indians
Piyush Chawla,3.0,26.0,1,0.0,8.66,5.0,0.0,2.0,0.0,0.0,63rd,Mumbai Indians
Akash Madhwal,4.0,30.0,0,0.0,7.5,7.0,1.0,1.0,2.0,0.0,63rd,Mumbai Indians
Cameron Green,2.0,16.0,0,0.0,8.0,5.0,1.0,1.0,0.0,0.0,63rd,Mumbai Indians
Krunal Pandya,4.0,27.0,0,0.0,6.75,10.0,4.0,0.0,0.0,0.0,63rd,Lucknow Super Giants
Mohsin Khan,3.0,26.0,1,0.0,8.66,8.0,1.0,2.0,2.0,0.0,63rd,Lucknow Super Giants
Naveen-ul-Haq,4.0,37.0,0,0.0,9.25,8.0,1.0,3.0,0.0,1.0,63rd,Lucknow Super Giants
Yash Thakur,4.0,40.0,2,0.0,10.0,9.0,2.0,2.0,5.0,1.0,63rd,Lucknow Super Giants
Swapnil Singh,1.0,11.0,0,0.0,11.0,1.0,2.0,0.0,0.0,0.0,63rd,Lucknow Super Giants
Ravi Bishnoi,4.0,26.0,2,0.0,6.5,9.0,2.0,0.0,1.0,0.0,63rd,Lucknow Super Giants
Sam Curran,4.0,36.0,2,0.0,9.0,9.0,4.0,1.0,1.0,0.0,64th,Punjab Kings
Kagiso Rabada,3.0,36.0,0,0.0,12.0,8.0,2.0,4.0,0.0,0.0,64th,Punjab Kings
Arshdeep Singh,2.0,21.0,0,0.0,10.5,4.0,2.0,1.0,2.0,0.0,64th,Punjab Kings
Nathan Ellis,4.0,46.0,0,0.0,11.5,6.0,5.0,2.0,0.0,0.0,64th,Punjab Kings
Rahul Chahar,4.0,35.0,0,0.0,8.75,7.0,4.0,1.0,0.0,0.0,64th,Punjab Kings
Harpreet Brar,3.0,39.0,0,0.0,13.0,2.0,3.0,2.0,2.0,0.0,64th,Punjab Kings
Khaleel Ahmed,3.0,20.0,1,1.0,6.66,14.0,1.0,2.0,0.0,1.0,64th,Delhi Capitals
Ishant Sharma,3.0,36.0,2,0.0,12.0,10.0,5.0,2.0,0.0,1.0,64th,Delhi Capitals
Anrich Nortje,4.0,36.0,2,0.0,9.0,11.0,2.0,3.0,0.0,0.0,64th,Delhi Capitals
Mukesh Kumar,4.0,52.0,0,0.0,13.0,8.0,3.0,5.0,1.0,0.0,64th,Delhi Capitals
Axar Patel,3.0,27.0,1,0.0,9.0,3.0,4.0,0.0,0.0,0.0,64th,Delhi Capitals
Kuldeep Yadav,3.0,21.0,0,0.0,7.0,4.0,0.0,1.0,1.0,0.0,64th,Delhi Capitals
Mohammed Siraj,4.0,17.0,1,0.0,4.25,16.0,2.0,0.0,2.0,0.0,65th,Royal Challengers Bangalore
Wayne Parnell,4.0,35.0,0,0.0,8.75,5.0,3.0,1.0,0.0,0.0,65th,Royal Challengers Bangalore
Michael Bracewell,2.0,13.0,2,0.0,6.5,5.0,2.0,0.0,0.0,0.0,65th,Royal Challengers Bangalore
Shahbaz Ahmed,3.0,38.0,1,0.0,12.66,4.0,4.0,2.0,0.0,0.0,65th,Royal Challengers Bangalore
Harshal Patel,4.0,37.0,1,0.0,9.25,4.0,3.0,1.0,1.0,0.0,65th,Royal Challengers Bangalore
Karn Sharma,3.0,45.0,0,0.0,15.0,0.0,1.0,4.0,1.0,0.0,65th,Royal Challengers Bangalore
Bhuvneshwar Kumar,4.0,48.0,1,0.0,12.0,10.0,7.0,2.0,1.0,0.0,65th,Sunrisers Hyderabad
Abhishek Sharma,3.0,28.0,0,0.0,9.33,5.0,3.0,1.0,1.0,0.0,65th,Sunrisers Hyderabad
T Natarajan,4.0,34.0,1,0.0,8.5,6.0,3.0,1.0,1.0,0.0,65th,Sunrisers Hyderabad
Kartik Tyagi,1.2,21.0,0,0.0,15.75,1.0,4.0,0.0,1.0,0.0,65th,Sunrisers Hyderabad
Nitish Kumar Reddy,2.0,19.0,0,0.0,9.5,3.0,1.0,1.0,0.0,1.0,65th,Sunrisers Hyderabad
Mayank Dagar,4.0,25.0,0,0.0,6.25,8.0,1.0,1.0,0.0,0.0,65th,Sunrisers Hyderabad
Glenn Phillips,1.0,10.0,0,0.0,10.0,1.0,1.0,0.0,0.0,0.0,65th,Sunrisers Hyderabad
Trent Boult,4.0,35.0,1,0.0,8.75,12.0,3.0,2.0,1.0,0.0,66th,Rajasthan Royals
Sandeep Sharma,4.0,46.0,0,0.0,11.5,6.0,3.0,3.0,2.0,1.0,66th,Rajasthan Royals
Navdeep Saini,4.0,40.0,3,0.0,10.0,9.0,6.0,1.0,1.0,0.0,66th,Rajasthan Royals
Adam Zampa,4.0,26.0,1,0.0,6.5,6.0,2.0,0.0,0.0,0.0,66th,Rajasthan Royals
Yuzvendra Chahal,4.0,40.0,0,0.0,10.0,9.0,3.0,3.0,1.0,0.0,66th,Rajasthan Royals
Sam Curran,4.0,46.0,1,0.0,11.5,9.0,8.0,1.0,2.0,0.0,66th,Punjab Kings
Kagiso Rabada,4.0,40.0,2,0.0,10.0,12.0,2.0,4.0,1.0,1.0,66th,Punjab Kings
Arshdeep Singh,4.0,40.0,1,0.0,10.0,11.0,4.0,2.0,3.0,0.0,66th,Punjab Kings
Nathan Ellis,4.0,34.0,1,0.0,8.5,8.0,3.0,1.0,1.0,0.0,66th,Punjab Kings
Rahul Chahar,3.4,28.0,1,0.0,7.63,5.0,1.0,1.0,0.0,0.0,66th,Punjab Kings
Khaleel Ahmed,4.0,45.0,1,0.0,11.25,9.0,4.0,3.0,2.0,1.0,67th,Delhi Capitals
Lalit Yadav,2.0,32.0,0,0.0,16.0,1.0,3.0,2.0,2.0,0.0,67th,Delhi Capitals
Axar Patel,3.0,32.0,0,0.0,10.66,3.0,0.0,3.0,0.0,0.0,67th,Delhi Capitals
Anrich Nortje,4.0,43.0,1,0.0,10.75,8.0,4.0,3.0,0.0,0.0,67th,Delhi Capitals
Chetan Sakariya,4.0,36.0,1,0.0,9.0,9.0,5.0,0.0,3.0,1.0,67th,Delhi Capitals
Kuldeep Yadav,3.0,34.0,0,0.0,11.33,2.0,1.0,3.0,0.0,0.0,67th,Delhi Capitals
Deepak Chahar,4.0,22.0,3,0.0,5.5,14.0,2.0,1.0,0.0,0.0,67th,Chennai Super Kings
Tushar Deshpande,4.0,26.0,1,0.0,6.5,12.0,4.0,0.0,1.0,0.0,67th,Chennai Super Kings
Maheesh Theekshana,4.0,23.0,2,1.0,5.75,11.0,1.0,1.0,0.0,0.0,67th,Chennai Super Kings
Ravindra Jadeja,4.0,50.0,1,0.0,12.5,4.0,3.0,4.0,1.0,0.0,67th,Chennai Super Kings
Matheesha Pathirana,4.0,22.0,2,0.0,5.5,11.0,1.0,0.0,5.0,0.0,67th,Chennai Super Kings
Harshit Rana,3.0,21.0,1,0.0,7.0,11.0,3.0,1.0,0.0,0.0,68th,Kolkata Knight Riders
Vaibhav Arora,4.0,30.0,2,0.0,7.5,9.0,1.0,1.0,3.0,1.0,68th,Kolkata Knight Riders
Varun Chakravarthy,4.0,38.0,1,0.0,9.5,10.0,4.0,2.0,0.0,0.0,68th,Kolkata Knight Riders
Nitish Rana,1.0,3.0,0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,68th,Kolkata Knight Riders
Shardul Thakur,2.0,27.0,2,0.0,13.5,3.0,0.0,3.0,1.0,1.0,68th,Kolkata Knight Riders
Sunil Narine,4.0,28.0,2,0.0,7.0,8.0,2.0,1.0,1.0,0.0,68th,Kolkata Knight Riders
Suyash Sharma,1.0,12.0,0,0.0,12.0,2.0,1.0,1.0,0.0,0.0,68th,Kolkata Knight Riders
Andre Russell,1.0,12.0,0,0.0,12.0,2.0,1.0,1.0,0.0,0.0,68th,Kolkata Knight Riders
Mohsin Khan,1.0,15.0,0,0.0,15.0,2.0,2.0,1.0,0.0,0.0,68th,Lucknow Super Giants
Naveen-ul-Haq,4.0,46.0,0,0.0,11.5,8.0,6.0,2.0,0.0,0.0,68th,Lucknow Super Giants
Krunal Pandya,4.0,30.0,1,0.0,7.5,9.0,5.0,0.0,0.0,0.0,68th,Lucknow Super Giants
Krishnappa Gowtham,4.0,26.0,1,0.0,6.5,9.0,2.0,0.0,2.0,0.0,68th,Lucknow Super Giants
Ravi Bishnoi,4.0,23.0,2,0.0,5.75,10.0,1.0,1.0,0.0,0.0,68th,Lucknow Super Giants
Yash Thakur,3.0,31.0,2,0.0,10.33,9.0,1.0,3.0,3.0,0.0,68th,Lucknow Super Giants
Jason Behrendorff,3.0,36.0,0,0.0,12.0,7.0,4.0,2.0,3.0,0.0,69th,Mumbai Indians
Cameron Green,1.0,2.0,0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,69th,Mumbai Indians
Chris Jordan,4.0,42.0,1,0.0,10.5,6.0,5.0,1.0,1.0,0.0,69th,Mumbai Indians
Akash Madhwal,4.0,37.0,4,0.0,9.25,7.0,4.0,1.0,0.0,1.0,69th,Mumbai Indians
Piyush Chawla,4.0,39.0,0,0.0,9.75,4.0,3.0,2.0,0.0,0.0,69th,Mumbai Indians
Kumar Kartikeya,4.0,39.0,0,0.0,9.75,6.0,4.0,1.0,1.0,0.0,69th,Mumbai Indians
Bhuvneshwar Kumar,4.0,26.0,1,0.0,6.5,8.0,3.0,0.0,0.0,0.0,69th,Sunrisers Hyderabad
Nitish Kumar Reddy,3.0,35.0,0,0.0,11.66,7.0,1.0,4.0,0.0,0.0,69th,Sunrisers Hyderabad
Mayank Dagar,4.0,37.0,1,0.0,9.25,9.0,4.0,2.0,0.0,0.0,69th,Sunrisers Hyderabad
Kartik Tyagi,2.5,41.0,0,0.0,14.47,4.0,6.0,1.0,0.0,3.0,69th,Sunrisers Hyderabad
Umran Malik,3.0,41.0,0,0.0,13.66,3.0,7.0,1.0,0.0,0.0,69th,Sunrisers Hyderabad
Vivrant Sharma,1.0,19.0,0,0.0,19.0,1.0,0.0,2.0,1.0,1.0,69th,Sunrisers Hyderabad
Aiden Markram,0.1,1.0,0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,69th,Sunrisers Hyderabad
Mohammed Shami,4.0,39.0,1,0.0,9.75,9.0,7.0,0.0,1.0,0.0,70th,Gujarat Titans
Yash Dayal,4.0,39.0,1,0.0,9.75,7.0,5.0,1.0,0.0,0.0,70th,Gujarat Titans
Rashid Khan,4.0,24.0,1,0.0,6.0,5.0,1.0,0.0,0.0,0.0,70th,Gujarat Titans
Noor Ahmad,4.0,39.0,2,0.0,9.75,6.0,4.0,1.0,2.0,0.0,70th,Gujarat Titans
Mohit Sharma,4.0,54.0,0,0.0,13.5,2.0,8.0,1.0,2.0,0.0,70th,Gujarat Titans
Mohammed Siraj,4.0,32.0,2,0.0,8.0,11.0,2.0,2.0,2.0,0.0,70th,Royal Challengers Bangalore
Wayne Parnell,3.1,42.0,0,0.0,13.26,7.0,6.0,2.0,1.0,1.0,70th,Royal Challengers Bangalore
Vijaykumar Vyshak,4.0,40.0,1,0.0,10.0,6.0,2.0,2.0,2.0,0.0,70th,Royal Challengers Bangalore
Himanshu Sharma,3.0,28.0,0,0.0,9.33,4.0,3.0,1.0,0.0,0.0,70th,Royal Challengers Bangalore
Harshal Patel,4.0,29.0,1,0.0,7.25,11.0,2.0,1.0,2.0,0.0,70th,Royal Challengers Bangalore
Michael Bracewell,1.0,16.0,0,0.0,16.0,2.0,0.0,2.0,0.0,0.0,70th,Royal Challengers Bangalore
Mohammed Shami,4.0,28.0,2,0.0,7.0,10.0,2.0,1.0,0.0,1.0,Qualifier,Gujarat Titans
Darshan Nalkande,4.0,44.0,1,0.0,11.0,9.0,4.0,2.0,0.0,1.0,Qualifier,Gujarat Titans
Rashid Khan,4.0,37.0,1,0.0,9.25,5.0,2.0,1.0,0.0,0.0,Qualifier,Gujarat Titans
Noor Ahmad,4.0,29.0,1,0.0,7.25,6.0,3.0,0.0,0.0,0.0,Qualifier,Gujarat Titans
Mohit Sharma,4.0,31.0,2,0.0,7.75,4.0,3.0,0.0,0.0,0.0,Qualifier,Gujarat Titans
Deepak Chahar,4.0,29.0,2,0.0,7.25,10.0,2.0,1.0,3.0,0.0,Qualifier,Chennai Super Kings
Tushar Deshpande,4.0,43.0,1,0.0,10.75,11.0,6.0,2.0,2.0,0.0,Qualifier,Chennai Super Kings
Maheesh Theekshana,4.0,28.0,2,0.0,7.0,8.0,1.0,1.0,0.0,0.0,Qualifier,Chennai Super Kings
Ravindra Jadeja,4.0,18.0,2,0.0,4.5,12.0,2.0,0.0,0.0,0.0,Qualifier,Chennai Super Kings
Matheesha Pathirana,4.0,37.0,2,0.0,9.25,9.0,2.0,1.0,7.0,0.0,Qualifier,Chennai Super Kings
Krunal Pandya,4.0,38.0,0,0.0,9.5,7.0,5.0,1.0,0.0,0.0,Eliminator,Lucknow Super Giants
Krishnappa Gowtham,1.0,8.0,0,0.0,8.0,4.0,2.0,0.0,0.0,0.0,Eliminator,Lucknow Super Giants
Naveen-ul-Haq,4.0,38.0,4,0.0,9.5,10.0,3.0,2.0,3.0,0.0,Eliminator,Lucknow Super Giants
Yash Thakur,4.0,34.0,3,0.0,8.5,12.0,3.0,2.0,2.0,0.0,Eliminator,Lucknow Super Giants
Mohsin Khan,3.0,24.0,1,0.0,8.0,9.0,1.0,2.0,0.0,0.0,Eliminator,Lucknow Super Giants
Ravi Bishnoi,4.0,30.0,0,0.0,7.5,4.0,1.0,1.0,1.0,0.0,Eliminator,Lucknow Super Giants
Jason Behrendorff,3.0,21.0,0,0.0,7.0,7.0,3.0,0.0,0.0,0.0,Eliminator,Mumbai Indians
Akash Madhwal,3.3,5.0,5,0.0,1.42,17.0,0.0,0.0,0.0,0.0,Eliminator,Mumbai Indians
Chris Jordan,2.0,7.0,1,1.0,3.5,9.0,1.0,0.0,0.0,0.0,Eliminator,Mumbai Indians
Cameron Green,3.0,15.0,0,0.0,5.0,7.0,1.0,0.0,0.0,0.0,Eliminator,Mumbai Indians
Hrithik Shokeen,1.0,18.0,0,0.0,18.0,1.0,2.0,1.0,1.0,0.0,Eliminator,Mumbai Indians
Piyush Chawla,4.0,28.0,1,0.0,7.0,9.0,2.0,1.0,2.0,0.0,Eliminator,Mumbai Indians
Jason Behrendorff,4.0,28.0,0,0.0,7.0,8.0,4.0,0.0,0.0,0.0,Qualifier,Mumbai Indians
Cameron Green,3.0,35.0,0,0.0,11.66,4.0,3.0,2.0,0.0,0.0,Qualifier,Mumbai Indians
Akash Madhwal,4.0,52.0,1,0.0,13.0,7.0,3.0,4.0,0.0,2.0,Qualifier,Mumbai Indians
Chris Jordan,4.0,56.0,0,0.0,14.0,6.0,6.0,3.0,4.0,0.0,Qualifier,Mumbai Indians
Piyush Chawla,3.0,45.0,1,0.0,15.0,0.0,2.0,3.0,1.0,0.0,Qualifier,Mumbai Indians
Kumar Kartikeya,2.0,15.0,0,0.0,7.5,2.0,0.0,1.0,0.0,0.0,Qualifier,Mumbai Indians
Mohammed Shami,3.0,41.0,2,0.0,13.66,6.0,6.0,2.0,0.0,0.0,Qualifier,Gujarat Titans
Hardik Pandya,2.0,24.0,0,0.0,12.0,4.0,3.0,1.0,1.0,0.0,Qualifier,Gujarat Titans
Rashid Khan,4.0,33.0,2,0.0,8.25,8.0,5.0,0.0,1.0,0.0,Qualifier,Gujarat Titans
Noor Ahmad,4.0,35.0,0,0.0,8.75,8.0,1.0,2.0,1.0,1.0,Qualifier,Gujarat Titans
Josh Little,3.0,26.0,1,0.0,8.66,6.0,2.0,1.0,1.0,0.0,Qualifier,Gujarat Titans
Mohit Sharma,2.2,10.0,5,0.0,4.28,9.0,0.0,1.0,0.0,0.0,Qualifier,Gujarat Titans
Deepak Chahar,4.0,38.0,1,0.0,9.5,5.0,3.0,1.0,0.0,0.0,Final,Chennai Super Kings
Tushar Deshpande,4.0,56.0,0,0.0,14.0,4.0,7.0,3.0,0.0,0.0,Final,Chennai Super Kings
Maheesh Theekshana,4.0,36.0,0,0.0,9.0,8.0,3.0,2.0,0.0,0.0,Final,Chennai Super Kings
Ravindra Jadeja,4.0,38.0,1,0.0,9.5,3.0,3.0,1.0,0.0,0.0,Final,Chennai Super Kings
Matheesha Pathirana,4.0,44.0,2,0.0,11.0,7.0,4.0,2.0,2.0,0.0,Final,Chennai Super Kings
Mohammed Shami,3.0,29.0,0,0.0,9.66,5.0,4.0,0.0,0.0,0.0,Final,Gujarat Titans
Hardik Pandya,1.0,14.0,0,0.0,14.0,1.0,1.0,1.0,1.0,0.0,Final,Gujarat Titans
Rashid Khan,3.0,44.0,0,0.0,14.66,2.0,4.0,3.0,0.0,0.0,Final,Gujarat Titans
Noor Ahmad,3.0,17.0,2,0.0,5.66,6.0,0.0,0.0,3.0,0.0,Final,Gujarat Titans
Josh Little,2.0,30.0,0,0.0,15.0,1.0,0.0,3.0,0.0,0.0,Final,Gujarat Titans
Mohit Sharma,3.0,36.0,3,0.0,12.0,4.0,2.0,3.0,0.0,0.0,Final,Gujarat Titans
